Tarikh,Negeri,Daerah,Peringkat,Komoditi,Gred/Saiz,Unit,Harga (RM)
15/4/2026,KEDAH,KOTA SETAR,Runcit,KUBIS BULAT,F.A.Q,Kilogram,6
15/4/2026,KELANTAN,KOTA BHARU,Borong,KUBIS BULAT,F.A.Q,Kilogram,2.2
15/4/2026,KELANTAN,KOTA BHARU,Runcit,KUBIS BULAT,F.A.Q,Kilogram,2.92
15/4/2026,MELAKA,MELAKA TENGAH,Borong,KUBIS BULAT,F.A.Q,Kilogram,2.7
15/4/2026,MELAKA,MELAKA TENGAH,Runcit,KUBIS BULAT,F.A.Q,Kilogram,3.25
15/4/2026,NEGERI SEMBILAN,SEREMBAN,Borong,KUBIS BULAT,F.A.Q,Kilogram,3.2
15/4/2026,NEGERI SEMBILAN,SEREMBAN,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4.47
15/4/2026,PAHANG,KUANTAN,Borong,KUBIS BULAT,F.A.Q,Kilogram,3.5
15/4/2026,PAHANG,KUANTAN,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4.5
15/4/2026,PERAK,KINTA,Borong,KUBIS BULAT,F.A.Q,Kilogram,2.27
15/4/2026,PERAK,KINTA,Runcit,KUBIS BULAT,F.A.Q,Kilogram,6
15/4/2026,PERLIS,PERLIS,Borong,KUBIS BULAT,F.A.Q,Kilogram,3
15/4/2026,PERLIS,PERLIS,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4.9
15/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Borong,KUBIS BULAT,F.A.Q,Kilogram,3.5
15/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Runcit,KUBIS BULAT,F.A.Q,Kilogram,6
15/4/2026,SABAH,KOTA KINABALU,Runcit,KUBIS BULAT,F.A.Q,Kilogram,7
15/4/2026,SABAH,PENAMPANG,Borong,KUBIS BULAT,F.A.Q,Kilogram,4
15/4/2026,SARAWAK,KUCHING,Borong,KUBIS BULAT,F.A.Q,Kilogram,4.5
15/4/2026,SARAWAK,KUCHING,Runcit,KUBIS BULAT,F.A.Q,Kilogram,5.5
15/4/2026,SELANGOR,KLANG,Borong,KUBIS BULAT,F.A.Q,Kilogram,4
15/4/2026,SELANGOR,KLANG,Runcit,KUBIS BULAT,F.A.Q,Kilogram,5
15/4/2026,SELANGOR,PETALING,Borong,KUBIS BULAT,F.A.Q,Kilogram,3
15/4/2026,SELANGOR,PETALING,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4
15/4/2026,TERENGGANU,KUALA TERENGGANU,Borong,KUBIS BULAT,F.A.Q,Kilogram,2.17
15/4/2026,TERENGGANU,KUALA TERENGGANU,Runcit,KUBIS BULAT,F.A.Q,Kilogram,8
15/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Borong,KUBIS BULAT,F.A.Q,Kilogram,3.5
15/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Runcit,KUBIS BULAT,F.A.Q,Kilogram,5
15/4/2026,KELANTAN,KOTA BHARU,Runcit,PISANG MAS,F.A.Q,Kilogram,4
15/4/2026,SABAH,KINABATANGAN,Runcit,PISANG MAS,F.A.Q,Kilogram,3
15/4/2026,SABAH,SEMPORNA,Runcit,PISANG MAS,F.A.Q,Kilogram,5
15/4/2026,SELANGOR,KLANG,Borong,PISANG MAS,F.A.Q,Kilogram,3
15/4/2026,W.P. KUALA LUMPUR,TITIWANGSA,Runcit,PISANG MAS,F.A.Q,Kilogram,6
15/4/2026,JOHOR,JOHOR BAHRU,Borong,TOMATO,F.A.Q,Kilogram,1.5
15/4/2026,JOHOR,JOHOR BAHRU,Runcit,TOMATO,F.A.Q,Kilogram,3.67
15/4/2026,KEDAH,KOTA SETAR,Borong,TOMATO,F.A.Q,Kilogram,2.5
15/4/2026,KEDAH,KOTA SETAR,Runcit,TOMATO,F.A.Q,Kilogram,5
15/4/2026,KELANTAN,KOTA BHARU,Borong,TOMATO,F.A.Q,Kilogram,2.18
15/4/2026,KELANTAN,KOTA BHARU,Runcit,TOMATO,F.A.Q,Kilogram,3.43
15/4/2026,MELAKA,MELAKA TENGAH,Borong,TOMATO,F.A.Q,Kilogram,1.65
15/4/2026,MELAKA,MELAKA TENGAH,Runcit,TOMATO,F.A.Q,Kilogram,3
15/4/2026,NEGERI SEMBILAN,SEREMBAN,Borong,TOMATO,F.A.Q,Kilogram,3.57
15/4/2026,NEGERI SEMBILAN,SEREMBAN,Runcit,TOMATO,F.A.Q,Kilogram,4.7
15/4/2026,PAHANG,CAMERON HIGHLANDS,Ladang,TOMATO,F.A.Q,Kilogram,0.7
15/4/2026,PAHANG,KUANTAN,Borong,TOMATO,F.A.Q,Kilogram,3.4
15/4/2026,PAHANG,KUANTAN,Runcit,TOMATO,F.A.Q,Kilogram,4.4
15/4/2026,PERAK,KINTA,Borong,TOMATO,F.A.Q,Kilogram,1.25
15/4/2026,PERAK,KINTA,Runcit,TOMATO,F.A.Q,Kilogram,3.25
15/4/2026,PERLIS,PERLIS,Borong,TOMATO,F.A.Q,Kilogram,3.67
15/4/2026,PERLIS,PERLIS,Runcit,TOMATO,F.A.Q,Kilogram,5
15/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Borong,TOMATO,F.A.Q,Kilogram,1.2
15/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Runcit,TOMATO,F.A.Q,Kilogram,4.12
15/4/2026,SABAH,KINABATANGAN,Runcit,TOMATO,F.A.Q,Kilogram,10
15/4/2026,SABAH,KOTA KINABALU,Runcit,TOMATO,F.A.Q,Kilogram,8
15/4/2026,SABAH,RANAU,Ladang,TOMATO,F.A.Q,Kilogram,2
15/4/2026,SARAWAK,KUCHING,Borong,TOMATO,F.A.Q,Kilogram,7
15/4/2026,SARAWAK,KUCHING,Runcit,TOMATO,F.A.Q,Kilogram,10
15/4/2026,SARAWAK,SARIKEI,Runcit,TOMATO,F.A.Q,Kilogram,7
15/4/2026,SARAWAK,SIBU,Borong,TOMATO,F.A.Q,Kilogram,4.5
15/4/2026,SARAWAK,SIBU,Runcit,TOMATO,F.A.Q,Kilogram,7.1
15/4/2026,SELANGOR,KLANG,Borong,TOMATO,F.A.Q,Kilogram,3
15/4/2026,SELANGOR,KLANG,Runcit,TOMATO,F.A.Q,Kilogram,4
15/4/2026,SELANGOR,PETALING,Borong,TOMATO,F.A.Q,Kilogram,1.5
15/4/2026,SELANGOR,PETALING,Runcit,TOMATO,F.A.Q,Kilogram,2
15/4/2026,TERENGGANU,KUALA TERENGGANU,Borong,TOMATO,F.A.Q,Kilogram,3
15/4/2026,TERENGGANU,KUALA TERENGGANU,Runcit,TOMATO,F.A.Q,Kilogram,4
15/4/2026,W.P. KUALA LUMPUR,BATU,Runcit,TOMATO,F.A.Q,Kilogram,2.15
15/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Borong,TOMATO,F.A.Q,Kilogram,1.2
15/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Runcit,TOMATO,F.A.Q,Kilogram,3.64
15/4/2026,W.P. KUALA LUMPUR,TITIWANGSA,Runcit,TOMATO,F.A.Q,Kilogram,4
15/4/2026,W.P. LABUAN,LABUAN,Borong,TOMATO,F.A.Q,Kilogram,6
15/4/2026,W.P. LABUAN,LABUAN,Runcit,TOMATO,F.A.Q,Kilogram,8
14/4/2026,JOHOR,BATU PAHAT,Runcit,BAYAM,F.A.Q,Kilogram,6
14/4/2026,JOHOR,JOHOR BAHRU,Borong,BAYAM,F.A.Q,Kilogram,3
14/4/2026,JOHOR,JOHOR BAHRU,Runcit,BAYAM,F.A.Q,Kilogram,5.5
14/4/2026,JOHOR,KOTA TINGGI,Runcit,BAYAM,F.A.Q,Kilogram,5.25
14/4/2026,JOHOR,KULAI,Runcit,BAYAM,F.A.Q,Kilogram,4
14/4/2026,JOHOR,MERSING,Runcit,BAYAM,F.A.Q,Kilogram,7
14/4/2026,JOHOR,MUAR,Ladang,BAYAM,F.A.Q,Kilogram,2.5
14/4/2026,JOHOR,MUAR,Runcit,BAYAM,F.A.Q,Kilogram,5
14/4/2026,JOHOR,TANGKAK,Ladang,BAYAM,F.A.Q,Kilogram,2.2
14/4/2026,JOHOR,TANGKAK,Runcit,BAYAM,F.A.Q,Kilogram,5.2
14/4/2026,KEDAH,BALING,Ladang,BAYAM,F.A.Q,Kilogram,2
14/4/2026,KEDAH,KOTA SETAR,Ladang,BAYAM,F.A.Q,Kilogram,1.5
14/4/2026,KEDAH,KOTA SETAR,Borong,BAYAM,F.A.Q,Kilogram,2.5
14/4/2026,KEDAH,KOTA SETAR,Runcit,BAYAM,F.A.Q,Kilogram,4
14/4/2026,KEDAH,KUBANG PASU,Ladang,BAYAM,F.A.Q,Kilogram,1.8
14/4/2026,KEDAH,KUBANG PASU,Runcit,BAYAM,F.A.Q,Kilogram,5
14/4/2026,KEDAH,KULIM,Runcit,BAYAM,F.A.Q,Kilogram,4
14/4/2026,KEDAH,LANGKAWI,Ladang,BAYAM,F.A.Q,Kilogram,3
14/4/2026,KEDAH,LANGKAWI,Borong,BAYAM,F.A.Q,Kilogram,4
14/4/2026,KEDAH,LANGKAWI,Runcit,BAYAM,F.A.Q,Kilogram,6.5
14/4/2026,KEDAH,PADANG TERAP,Ladang,BAYAM,F.A.Q,Kilogram,2.5
14/4/2026,KEDAH,PADANG TERAP,Runcit,BAYAM,F.A.Q,Kilogram,4
14/4/2026,KEDAH,PENDANG,Ladang,BAYAM,F.A.Q,Kilogram,1.65
14/4/2026,KEDAH,PENDANG,Runcit,BAYAM,F.A.Q,Kilogram,4
14/4/2026,KEDAH,SIK,Runcit,BAYAM,F.A.Q,Kilogram,5
14/4/2026,KEDAH,YAN,Ladang,BAYAM,F.A.Q,Kilogram,1.8
14/4/2026,KEDAH,YAN,Runcit,BAYAM,F.A.Q,Kilogram,4.5
14/4/2026,KELANTAN,BACHOK,Runcit,BAYAM,F.A.Q,Kilogram,8
14/4/2026,KELANTAN,GUA MUSANG,Runcit,BAYAM,F.A.Q,Kilogram,7.75
14/4/2026,KELANTAN,KOTA BHARU,Borong,BAYAM,F.A.Q,Kilogram,4.8
14/4/2026,KELANTAN,KOTA BHARU,Runcit,BAYAM,F.A.Q,Kilogram,6.43
14/4/2026,KELANTAN,KUALA KRAI,Runcit,BAYAM,F.A.Q,Kilogram,7
14/4/2026,KELANTAN,MACHANG,Runcit,BAYAM,F.A.Q,Kilogram,10
14/4/2026,KELANTAN,PASIR MAS,Runcit,BAYAM,F.A.Q,Kilogram,6
14/4/2026,KELANTAN,PASIR PUTEH,Runcit,BAYAM,F.A.Q,Kilogram,8
14/4/2026,KELANTAN,TANAH MERAH,Runcit,BAYAM,F.A.Q,Kilogram,6
14/4/2026,KELANTAN,TUMPAT,Ladang,BAYAM,F.A.Q,Kilogram,3
14/4/2026,KELANTAN,TUMPAT,Runcit,BAYAM,F.A.Q,Kilogram,5.67
14/4/2026,MELAKA,JASIN,Runcit,BAYAM,F.A.Q,Kilogram,4.83
14/4/2026,MELAKA,MELAKA TENGAH,Ladang,BAYAM,F.A.Q,Kilogram,1.3
14/4/2026,MELAKA,MELAKA TENGAH,Borong,BAYAM,F.A.Q,Kilogram,1.8
14/4/2026,MELAKA,MELAKA TENGAH,Runcit,BAYAM,F.A.Q,Kilogram,3
14/4/2026,NEGERI SEMBILAN,JELEBU,Runcit,BAYAM,F.A.Q,Kilogram,4.5
14/4/2026,NEGERI SEMBILAN,JEMPOL,Ladang,BAYAM,F.A.Q,Kilogram,1.9
14/4/2026,NEGERI SEMBILAN,JEMPOL,Runcit,BAYAM,F.A.Q,Kilogram,5
14/4/2026,NEGERI SEMBILAN,KUALA PILAH,Ladang,BAYAM,F.A.Q,Kilogram,1.87
14/4/2026,NEGERI SEMBILAN,KUALA PILAH,Runcit,BAYAM,F.A.Q,Kilogram,6
14/4/2026,NEGERI SEMBILAN,PORT DICKSON,Runcit,BAYAM,F.A.Q,Kilogram,5
14/4/2026,NEGERI SEMBILAN,REMBAU,Ladang,BAYAM,F.A.Q,Kilogram,2.5
14/4/2026,NEGERI SEMBILAN,REMBAU,Runcit,BAYAM,F.A.Q,Kilogram,6
14/4/2026,NEGERI SEMBILAN,SEREMBAN,Borong,BAYAM,F.A.Q,Kilogram,3.2
14/4/2026,NEGERI SEMBILAN,SEREMBAN,Runcit,BAYAM,F.A.Q,Kilogram,4.5
14/4/2026,NEGERI SEMBILAN,TAMPIN,Ladang,BAYAM,F.A.Q,Kilogram,3
14/4/2026,NEGERI SEMBILAN,TAMPIN,Runcit,BAYAM,F.A.Q,Kilogram,4.5
14/4/2026,PAHANG,BERA,Runcit,BAYAM,F.A.Q,Kilogram,3.5
14/4/2026,PAHANG,CAMERON HIGHLANDS,Runcit,BAYAM,F.A.Q,Kilogram,6
14/4/2026,PAHANG,KUANTAN,Ladang,BAYAM,F.A.Q,Kilogram,1.93
14/4/2026,PAHANG,KUANTAN,Borong,BAYAM,F.A.Q,Kilogram,3.58
14/4/2026,PAHANG,KUANTAN,Runcit,BAYAM,F.A.Q,Kilogram,5.14
14/4/2026,PAHANG,PEKAN,Runcit,BAYAM,F.A.Q,Kilogram,6
14/4/2026,PAHANG,RAUB,Runcit,BAYAM,F.A.Q,Kilogram,5
14/4/2026,PAHANG,TEMERLOH,Runcit,BAYAM,F.A.Q,Kilogram,4.75
14/4/2026,PERAK,BAGAN DATUK,Runcit,BAYAM,F.A.Q,Kilogram,5.5
14/4/2026,PERAK,BATANG PADANG,Runcit,BAYAM,F.A.Q,Kilogram,5
14/4/2026,PERAK,KAMPAR,Ladang,BAYAM,F.A.Q,Kilogram,1.4
14/4/2026,PERAK,KAMPAR,Runcit,BAYAM,F.A.Q,Kilogram,4
14/4/2026,PERAK,KINTA,Ladang,BAYAM,F.A.Q,Kilogram,1.4
14/4/2026,PERAK,KINTA,Borong,BAYAM,F.A.Q,Kilogram,2
14/4/2026,PERAK,KINTA,Runcit,BAYAM,F.A.Q,Kilogram,4.5
14/4/2026,PERAK,KUALA KANGSAR,Runcit,BAYAM,F.A.Q,Kilogram,4
14/4/2026,PERAK,"LARUT, MATANG DAN SELAMA",Ladang,BAYAM,F.A.Q,Kilogram,2.5
14/4/2026,PERAK,"LARUT, MATANG DAN SELAMA",Runcit,BAYAM,F.A.Q,Kilogram,6
14/4/2026,PERAK,MANJUNG (DINDING),Runcit,BAYAM,F.A.Q,Kilogram,5
14/4/2026,PERAK,MUALLIM,Ladang,BAYAM,F.A.Q,Kilogram,1.5
14/4/2026,PERAK,MUALLIM,Runcit,BAYAM,F.A.Q,Kilogram,4
14/4/2026,PERLIS,PERLIS,Ladang,BAYAM,F.A.Q,Kilogram,2.07
14/4/2026,PERLIS,PERLIS,Borong,BAYAM,F.A.Q,Kilogram,3.9
14/4/2026,PERLIS,PERLIS,Runcit,BAYAM,F.A.Q,Kilogram,6.45
14/4/2026,PULAU PINANG,BARAT DAYA,Ladang,BAYAM,F.A.Q,Kilogram,1.7
14/4/2026,PULAU PINANG,BARAT DAYA,Runcit,BAYAM,F.A.Q,Kilogram,4
14/4/2026,PULAU PINANG,SEBERANG PERAI SELATAN,Runcit,BAYAM,F.A.Q,Kilogram,5
14/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Ladang,BAYAM,F.A.Q,Kilogram,1.8
14/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Borong,BAYAM,F.A.Q,Kilogram,2.25
14/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Runcit,BAYAM,F.A.Q,Kilogram,5
14/4/2026,PULAU PINANG,SEBERANG PERAI UTARA,Ladang,BAYAM,F.A.Q,Kilogram,1.48
14/4/2026,PULAU PINANG,SEBERANG PERAI UTARA,Runcit,BAYAM,F.A.Q,Kilogram,3
14/4/2026,SABAH,BEAUFORT,Runcit,BAYAM,F.A.Q,Kilogram,6
14/4/2026,SABAH,KENINGAU,Ladang,BAYAM,F.A.Q,Kilogram,3
14/4/2026,SABAH,KENINGAU,Runcit,BAYAM,F.A.Q,Kilogram,5
14/4/2026,SABAH,KOTA BELUD,Runcit,BAYAM,F.A.Q,Kilogram,4
14/4/2026,SABAH,KOTA MARUDU,Ladang,BAYAM,F.A.Q,Kilogram,3.4
14/4/2026,SABAH,KOTA MARUDU,Runcit,BAYAM,F.A.Q,Kilogram,5
14/4/2026,SABAH,KUDAT,Runcit,BAYAM,F.A.Q,Kilogram,5.33
14/4/2026,SABAH,PENAMPANG,Borong,BAYAM,F.A.Q,Kilogram,3.5
14/4/2026,SABAH,RANAU,Ladang,BAYAM,F.A.Q,Kilogram,2.5
14/4/2026,SABAH,RANAU,Runcit,BAYAM,F.A.Q,Kilogram,10
14/4/2026,SABAH,SANDAKAN,Ladang,BAYAM,F.A.Q,Kilogram,4
14/4/2026,SABAH,TAWAU,Ladang,BAYAM,F.A.Q,Kilogram,3
14/4/2026,SABAH,TAWAU,Runcit,BAYAM,F.A.Q,Kilogram,6.5
14/4/2026,SABAH,TENOM,Runcit,BAYAM,F.A.Q,Kilogram,7
14/4/2026,SABAH,TUARAN,Runcit,BAYAM,F.A.Q,Kilogram,5
14/4/2026,SARAWAK,BETONG,Runcit,BAYAM,F.A.Q,Kilogram,9
14/4/2026,SARAWAK,BINTULU,Runcit,BAYAM,F.A.Q,Kilogram,6
14/4/2026,SARAWAK,KUCHING,Ladang,BAYAM,F.A.Q,Kilogram,2.5
14/4/2026,SARAWAK,KUCHING,Borong,BAYAM,F.A.Q,Kilogram,5
14/4/2026,SARAWAK,KUCHING,Runcit,BAYAM,F.A.Q,Kilogram,9
14/4/2026,SARAWAK,MIRI,Ladang,BAYAM,F.A.Q,Kilogram,4
14/4/2026,SARAWAK,MIRI,Borong,BAYAM,F.A.Q,Kilogram,5
14/4/2026,SARAWAK,MIRI,Runcit,BAYAM,F.A.Q,Kilogram,6
14/4/2026,SARAWAK,MUKAH,Runcit,BAYAM,F.A.Q,Kilogram,8
14/4/2026,SARAWAK,SARIKEI,Ladang,BAYAM,F.A.Q,Kilogram,4
14/4/2026,SARAWAK,SARIKEI,Runcit,BAYAM,F.A.Q,Kilogram,8
14/4/2026,SARAWAK,SIBU,Ladang,BAYAM,F.A.Q,Kilogram,2.9
14/4/2026,SARAWAK,SIBU,Borong,BAYAM,F.A.Q,Kilogram,4.1
14/4/2026,SARAWAK,SIBU,Runcit,BAYAM,F.A.Q,Kilogram,6.1
14/4/2026,SELANGOR,GOMBAK,Ladang,BAYAM,F.A.Q,Kilogram,3
14/4/2026,SELANGOR,GOMBAK,Runcit,BAYAM,F.A.Q,Kilogram,8
14/4/2026,SELANGOR,HULU LANGAT,Runcit,BAYAM,F.A.Q,Kilogram,4
14/4/2026,SELANGOR,KLANG,Ladang,BAYAM,F.A.Q,Kilogram,2.25
14/4/2026,SELANGOR,KLANG,Borong,BAYAM,F.A.Q,Kilogram,3
14/4/2026,SELANGOR,KLANG,Runcit,BAYAM,F.A.Q,Kilogram,4
14/4/2026,SELANGOR,KUALA SELANGOR,Ladang,BAYAM,F.A.Q,Kilogram,1.2
14/4/2026,SELANGOR,KUALA SELANGOR,Runcit,BAYAM,F.A.Q,Kilogram,8
14/4/2026,SELANGOR,PETALING,Borong,BAYAM,F.A.Q,Kilogram,3.25
14/4/2026,SELANGOR,PETALING,Runcit,BAYAM,F.A.Q,Kilogram,4.12
14/4/2026,SELANGOR,SABAK BERNAM,Runcit,BAYAM,F.A.Q,Kilogram,8
14/4/2026,SELANGOR,HULU TERENGGANU,Runcit,BAYAM,F.A.Q,Kilogram,10
14/4/2026,SELANGOR,KEMAMAN,Runcit,BAYAM,F.A.Q,Kilogram,4
14/4/2026,SELANGOR,KUALA NERUS,Runcit,BAYAM,F.A.Q,Kilogram,7
14/4/2026,SELANGOR,KUALA TERENGGANU,Borong,BAYAM,F.A.Q,Kilogram,6.67
14/4/2026,SELANGOR,KUALA TERENGGANU,Runcit,BAYAM,F.A.Q,Kilogram,8.67
14/4/2026,SELANGOR,MARANG,Runcit,BAYAM,F.A.Q,Kilogram,6
14/4/2026,SELANGOR,SETIU,Runcit,BAYAM,F.A.Q,Kilogram,8
14/4/2026,W.P. KUALA LUMPUR,BATU,Runcit,BAYAM,F.A.Q,Kilogram,3.5
14/4/2026,W.P. KUALA LUMPUR,BATU,Runcit,BAYAM,F.A.Q,Kilogram,5.5
14/4/2026,W.P. LABUAN,LABUAN,Borong,BAYAM,F.A.Q,Kilogram,5
14/4/2026,W.P. LABUAN,LABUAN,Runcit,BAYAM,F.A.Q,Kilogram,9
14/4/2026,JOHOR,BATU PAHAT,Ladang,CILI HIJAU,F.A.Q,Kilogram,6
14/4/2026,JOHOR,BATU PAHAT,Runcit,CILI HIJAU,F.A.Q,Kilogram,9
14/4/2026,JOHOR,JOHOR BAHRU,Borong,CILI HIJAU,F.A.Q,Kilogram,8
14/4/2026,JOHOR,JOHOR BAHRU,Runcit,CILI HIJAU,F.A.Q,Kilogram,9.67
14/4/2026,JOHOR,KULAI,Runcit,CILI HIJAU,F.A.Q,Kilogram,10
14/4/2026,JOHOR,MERSING,Runcit,CILI HIJAU,F.A.Q,Kilogram,14
14/4/2026,JOHOR,MUAR,Runcit,CILI HIJAU,F.A.Q,Kilogram,10
14/4/2026,JOHOR,TANGKAK,Runcit,CILI HIJAU,F.A.Q,Kilogram,13
14/4/2026,KEDAH,KUBANG PASU,Runcit,CILI HIJAU,F.A.Q,Kilogram,17
14/4/2026,KEDAH,LANGKAWI,Runcit,CILI HIJAU,F.A.Q,Kilogram,16
14/4/2026,MELAKA,JASIN,Runcit,CILI HIJAU,F.A.Q,Kilogram,13.67
14/4/2026,MELAKA,MELAKA TENGAH,Ladang,CILI HIJAU,F.A.Q,Kilogram,5.5
14/4/2026,MELAKA,MELAKA TENGAH,Borong,CILI HIJAU,F.A.Q,Kilogram,7
14/4/2026,MELAKA,MELAKA TENGAH,Runcit,CILI HIJAU,F.A.Q,Kilogram,10
14/4/2026,NEGERI SEMBILAN,JEMPOL,Runcit,CILI HIJAU,F.A.Q,Kilogram,12
14/4/2026,NEGERI SEMBILAN,KUALA PILAH,Ladang,CILI HIJAU,F.A.Q,Kilogram,6.17
14/4/2026,NEGERI SEMBILAN,KUALA PILAH,Runcit,CILI HIJAU,F.A.Q,Kilogram,10
14/4/2026,NEGERI SEMBILAN,REMBAU,Runcit,CILI HIJAU,F.A.Q,Kilogram,15
14/4/2026,NEGERI SEMBILAN,SEREMBAN,Borong,CILI HIJAU,F.A.Q,Kilogram,7.5
14/4/2026,NEGERI SEMBILAN,SEREMBAN,Runcit,CILI HIJAU,F.A.Q,Kilogram,9.83
14/4/2026,NEGERI SEMBILAN,TAMPIN,Runcit,CILI HIJAU,F.A.Q,Kilogram,12
14/4/2026,NEGERI SEMBILAN,KUANTAN,Ladang,CILI HIJAU,F.A.Q,Kilogram,6.1
14/4/2026,NEGERI SEMBILAN,KUANTAN,Borong,CILI HIJAU,F.A.Q,Kilogram,8.38
14/4/2026,NEGERI SEMBILAN,KUANTAN,Runcit,CILI HIJAU,F.A.Q,Kilogram,11.02
14/4/2026,NEGERI SEMBILAN,TEMERLOH,Runcit,CILI HIJAU,F.A.Q,Kilogram,9
14/4/2026,PERAK,BATANG PADANG,Runcit,CILI HIJAU,F.A.Q,Kilogram,12
14/4/2026,PERAK,KAMPAR,Ladang,CILI HIJAU,F.A.Q,Kilogram,4
14/4/2026,PERAK,KINTA,Ladang,CILI HIJAU,F.A.Q,Kilogram,5.5
14/4/2026,PERAK,KINTA,Borong,CILI HIJAU,F.A.Q,Kilogram,8
14/4/2026,PERAK,KINTA,Runcit,CILI HIJAU,F.A.Q,Kilogram,12
14/4/2026,PERAK,"LARUT, MATANG DAN SELAMA",Runcit,CILI HIJAU,F.A.Q,Kilogram,16
14/4/2026,PERAK,MANJUNG (DINDING),Runcit,CILI HIJAU,F.A.Q,Kilogram,7
14/4/2026,PERAK,MUALLIM,Runcit,CILI HIJAU,F.A.Q,Kilogram,15
14/4/2026,PERLIS,PERLIS,Runcit,CILI HIJAU,F.A.Q,Kilogram,12
14/4/2026,PULAU PINANG,BARAT DAYA,Runcit,CILI HIJAU,F.A.Q,Kilogram,14
14/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Borong,CILI HIJAU,F.A.Q,Kilogram,11
14/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Runcit,CILI HIJAU,F.A.Q,Kilogram,14.33
14/4/2026,SABAH,KENINGAU,Ladang,CILI HIJAU,F.A.Q,Kilogram,8
14/4/2026,SABAH,KENINGAU,Runcit,CILI HIJAU,F.A.Q,Kilogram,15
14/4/2026,SABAH,KOTA BELUD,Runcit,CILI HIJAU,F.A.Q,Kilogram,16.5
14/4/2026,SABAH,KOTA KINABALU,Runcit,CILI HIJAU,F.A.Q,Kilogram,18
14/4/2026,SABAH,PENAMPANG,Borong,CILI HIJAU,F.A.Q,Kilogram,16
14/4/2026,SABAH,RANAU,Ladang,CILI HIJAU,F.A.Q,Kilogram,12
14/4/2026,SABAH,TAWAU,Runcit,CILI HIJAU,F.A.Q,Kilogram,20
14/4/2026,SABAH,TENOM,Runcit,CILI HIJAU,F.A.Q,Kilogram,13
14/4/2026,SABAH,TUARAN,Runcit,CILI HIJAU,F.A.Q,Kilogram,15
14/4/2026,SABAH,KUCHING,Ladang,CILI HIJAU,F.A.Q,Kilogram,9
14/4/2026,SABAH,KUCHING,Borong,CILI HIJAU,F.A.Q,Kilogram,14
14/4/2026,SABAH,KUCHING,Runcit,CILI HIJAU,F.A.Q,Kilogram,20
14/4/2026,SABAH,LIMBANG,Runcit,CILI HIJAU,F.A.Q,Kilogram,27.5
14/4/2026,SABAH,MIRI,Ladang,CILI HIJAU,F.A.Q,Kilogram,10
14/4/2026,SABAH,MIRI,Runcit,CILI HIJAU,F.A.Q,Kilogram,12
14/4/2026,SABAH,SIBU,Ladang,CILI HIJAU,F.A.Q,Kilogram,3.1
14/4/2026,SABAH,SIBU,Borong,CILI HIJAU,F.A.Q,Kilogram,6.1
14/4/2026,SABAH,SIBU,Runcit,CILI HIJAU,F.A.Q,Kilogram,16.1
14/4/2026,SELANGOR,GOMBAK,Runcit,CILI HIJAU,F.A.Q,Kilogram,12
14/4/2026,SELANGOR,HULU LANGAT,Runcit,CILI HIJAU,F.A.Q,Kilogram,16
14/4/2026,SELANGOR,KLANG,Borong,CILI HIJAU,F.A.Q,Kilogram,8
14/4/2026,SELANGOR,KLANG,Runcit,CILI HIJAU,F.A.Q,Kilogram,10.5
14/4/2026,SELANGOR,KUALA LANGAT,Runcit,CILI HIJAU,F.A.Q,Kilogram,12
14/4/2026,SELANGOR,PETALING,Borong,CILI HIJAU,F.A.Q,Kilogram,5.5
14/4/2026,SELANGOR,PETALING,Runcit,CILI HIJAU,F.A.Q,Kilogram,5.75
14/4/2026,TERENGGANU,KEMAMAN,Runcit,CILI HIJAU,F.A.Q,Kilogram,8
14/4/2026,TERENGGANU,KUALA TERENGGANU,Borong,CILI HIJAU,F.A.Q,Kilogram,7.67
14/4/2026,TERENGGANU,KUALA TERENGGANU,Runcit,CILI HIJAU,F.A.Q,Kilogram,11.33
14/4/2026,TERENGGANU,MARANG,Runcit,CILI HIJAU,F.A.Q,Kilogram,10
14/4/2026,W.P. KUALA LUMPUR,BATU,Runcit,CILI HIJAU,F.A.Q,Kilogram,9
14/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Borong,CILI HIJAU,F.A.Q,Kilogram,8
14/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Runcit,CILI HIJAU,F.A.Q,Kilogram,10
14/4/2026,W.P. LABUAN,LABUAN,Borong,CILI HIJAU,F.A.Q,Kilogram,15
